,Accuracy,Chroma Accuracy,Chroma False Alarm Error,Chroma Miss Error,Chroma Precision,Chroma Recall,Chroma Substitution Error,Chroma Total Error,False Alarm Error,Filename,Miss Error,Precision,Recall,Substitution Error,Total Error,accum_energy,average_precision_score,binary_accuracy,binary_crossentropy,cosine_sim,euclidean_distance,f_measure,precision,recall,roc_auc_measure,soft_accuracy,FILEWISE MEAN,FRAMEWISE MEAN
0,0.528099683459413,0.5631551506503485,0.29329167294082215,0.14886688751694022,0.675071133698459,0.7725681373287155,0.07856497515434423,0.5207235356121066,0.29329167294082215,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--8.npy,0.14886688751694022,0.6475715859936514,0.7410969733473874,0.11003613913567234,0.5521946995934347,0.5218832561946952,0.7471878832830802,0.9614292542601801,0.140675074276051,0.6981173716580816,1.3357577944794068,0.6911848607466053,0.6475715859936514,0.7410969733473874,0.9740144707926118,0.930400005206853,,
1,0.6687628613777323,0.6840301476888224,0.20298747306526424,0.08538767758664767,0.7696317113819809,0.8601402432343596,0.05447207917899273,0.34284722983090465,0.20298747306526424,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.npy,0.08538767758664767,0.7593379301330022,0.8486359154157993,0.06597640699755304,0.35435155764946497,0.7001312826441233,0.8824874630753315,0.9823869514382434,0.07696569367936013,0.8353609184315018,0.9041931776443585,0.8015073643544549,0.7593379301330022,0.8486359154157993,0.9894115178121169,0.9606398345787652,,
2,0.5109700004070501,0.5412082208843678,0.20156514382402707,0.2387901861252115,0.7158941124780316,0.6892449238578681,0.07196489001692047,0.5123202199661591,0.20156514382402707,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--5.npy,0.2387901861252115,0.6894222319859402,0.6637584602368867,0.09745135363790186,0.5378066835871405,0.3154888350422754,0.6927698834130924,0.9762034924256829,0.0919746900284873,0.5991975381292206,0.9402083580012999,0.6763469827586207,0.6894222319859402,0.6637584602368867,0.9817335833417491,0.9580041734791613,,
3,0.6031594784353059,0.6569508276028888,0.07448313278691701,0.2162607297176849,0.8584620247448749,0.7367513418202252,0.04698792846208995,0.33773179096669187,0.07448313278691701,MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--3.npy,0.2162607297176849,0.8146166350582498,0.6991222461198628,0.08461702416245229,0.3753608866670542,0.6255719008748739,0.8293175152188923,0.955342227640074,0.18375461271100385,0.8064374943827172,1.495992412538352,0.7524634779616479,0.8146166350582498,0.6991222461198628,0.9673303351438942,0.9197557873712525,,
4,0.6921233990949156,0.7116144088080422,0.15768293783271678,0.09293512586844717,0.8062301916851685,0.8584318325363168,0.048633041595235946,0.29925110529639987,0.15768293783271678,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.npy,0.09293512586844717,0.7931800077962138,0.8445366777948209,0.06252819633673193,0.31314626003789586,0.7458958425170341,0.8987085703406402,0.9827934486497923,0.0776774967906931,0.8608245258089521,0.8811664184176754,0.8180531035326609,0.7931800077962138,0.8445366777948209,0.9915002776002161,0.9603850249494292,,
5,0.6659975347772495,0.6797216205659908,0.28229620265018496,0.06728473100154517,0.7377162896450731,0.8963337547408344,0.03638151425762045,0.3859624479093506,0.28229620265018496,MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.npy,0.06728473100154517,0.7287756753632124,0.8854708058247881,0.04724446317366671,0.3968253968253968,0.6628520495500929,0.8890042143519412,0.9826132230435293,0.07703357043307406,0.7901309139277679,0.887734075499583,0.7995180315393394,0.7287756753632124,0.8854708058247881,0.9933504962213618,0.9583101958819673,,
6,0.6625581018893232,0.6870981367625663,0.18384344919015505,0.11185082713701078,0.787181417356705,0.8438526716237247,0.04429650123926451,0.33999077756643037,0.18384344919015505,MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--1.npy,0.11185082713701078,0.7702709968813851,0.8257248256383654,0.0624243472246239,0.35811862355178975,0.7017986569134781,0.8881279177087045,0.9826156573454566,0.07312493134644994,0.8322118000456994,0.8780342849288035,0.7970345230478205,0.7702709968813851,0.8257248256383654,0.9915404054832883,0.963177064827557,,
7,0.6072358095086723,0.6234923438158502,0.3423128193734726,0.09567318373694735,0.6921071977544611,0.8628082648300378,0.04151855143301489,0.47950455454343477,0.3423128193734726,MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--2.npy,0.09567318373694735,0.680879502773508,0.8488113752499444,0.0555154410131082,0.4935014441235281,0.49727396256713635,0.854696362334158,0.9819599576580522,0.07400201693771595,0.6935887570920286,0.8677790391912781,0.7556275263606809,0.680879502773508,0.8488113752499444,0.9918940095092879,0.9606709774486599,,
8,0.5135093055666313,0.5597808433617063,0.04927106751141086,0.35227621091355,0.8737866450008858,0.6090247973295183,0.03869899175693167,0.4402462701818925,0.04927106751141086,MIDI-Unprocessed_16_R1_2006_01-04_ORIG_MID--AUDIO_16_R1_2006_02_Track02_wav.npy,0.35227621091355,0.8260649118198645,0.5757629947544111,0.07196079433203896,0.4735080727569998,0.560835845113806,0.7607908110788283,0.9185591612758859,0.34814068031003464,0.7820103538280586,1.9662645406104826,0.6785677546586111,0.8260649118198645,0.5757629947544111,0.903041208396141,0.8793938474962527,,
9,0.66296411532877,0.6913640151475196,0.21930347467842998,0.09524566493131449,0.7724090791241427,0.8682324577090702,0.03652187735961531,0.3510710169693598,0.21930347467842998,MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--2.npy,0.09524566493131449,0.7533292478846018,0.8467856243956073,0.0579687106730782,0.37251785028282264,0.6707499886840437,0.8837377850052552,0.9770166400742325,0.09418543236552224,0.8119966848356096,1.0076373801184977,0.7973282276120567,0.7533292478846018,0.8467856243956073,0.9895537789271924,0.9515096410319684,,
